pathway	description	sample100	sample111	sample112	sample113	sample114	sample115	sample126	sample127	sample128	sample129	sample130	sample141	sample142	sample143	sample144	sample145	sample156	sample157	sample158	sample159	sample160	sample171	sample172	sample173	sample174	sample175	sample186	sample187	sample188	sample189	sample190	sample201	sample202	sample203	sample204	sample205	sample216	sample217	sample218	sample219	sample220	sample231	sample232	sample233	sample234	sample235	sample246	sample247	sample248	sample249	sample250	sample261	sample262	sample263	sample264	sample265	sample276	sample277	sample278	sample279	sample280	sample291	sample292	sample293	sample294	sample295	sample306	sample307	sample308	sample309	sample31	sample310	sample32	sample321	sample322	sample323	sample324	sample325	sample33	sample336	sample337	sample338	sample339	sample34	sample340	sample35	sample351	sample352	sample353	sample354	sample355	sample366	sample367	sample368	sample369	sample370	sample381	sample382	sample383	sample384	sample385	sample396	sample397	sample398	sample399	sample400	sample411	sample412	sample413	sample414	sample415	sample426	sample427	sample428	sample429	sample430	sample441	sample442	sample443	sample444	sample445	sample456	sample457	sample458	sample459	sample46	sample460	sample47	sample471	sample472	sample473	sample474	sample475	sample48	sample486	sample487	sample488	sample489	sample49	sample490	sample50	sample501	sample502	sample503	sample504	sample505	sample516	sample517	sample518	sample519	sample520	sample531	sample532	sample533	sample534	sample535	sample61	sample62	sample63	sample64	sample65	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample96	sample97	sample98	sample99
PWY-7221	guanosine ribonucleotides de novo biosynthesis	50201.6717	65437.3707	37310.0721	49089.1147	52392.372	61036.3662	66403.4149	68693.3562	58890.4821	72976.2319	82400.494	28295.3086	47917.740999999995	94798.7449	45496.7881	67610.8789	62368.9681	45804.7416	46596.1249	51665.2789	104670.1275	48729.3526	57398.203	99376.1583	59776.508	67237.9663	30223.3057	45656.8139	42422.1367	46694.8629	44459.955	60167.5147	64776.1565	92878.5764	54020.4106	71030.243	78109.7591	70147.9799	92135.7412	54554.005999999994	55386.7039	56372.3057	55410.1206	74303.1859	36815.9392	64637.7858	47421.8348	71028.1354	48248.0315	39641.0213	74431.5249	39626.8542	42416.8296	56559.1514	41173.3442	70835.8146	43781.7264	51863.7914	58168.4251	57308.3542	37483.859	51221.7722	99104.7121	56342.5064	88953.3636	70793.4954	49383.4206	118782.9572	33582.5322	63581.0468	60549.2455	71201.0695	55304.6048	58975.2516	38547.8853	37305.7129	51521.3753	55717.2032	60331.2748	60792.8973	83223.29	76022.3997	84502.3979	62645.4924	115056.8981	73860.0829	41812.6037	75202.9878	89034.7078	50712.9051	86076.9164	90887.1351	84814.1931	30005.6988	90512.4437	91987.7078	112842.0373	99531.8971	52322.6999	95255.7353	96968.5617	39008.2547	77349.3622	40866.9717	77113.0478	70896.337	78262.8521	84828.8885	80890.8877	55738.2755	145438.5374	120176.4531	79598.8685	92179.1145	44961.8898	70767.1513	63985.5133	57766.1332	83316.4714	34728.9591	77429.4077	56986.8248	85313.7705	77846.7096	35825.8923	47672.7723	80971.0321	62668.7072	52856.1381	56290.3393	53402.2143	47158.6663	51764.5743	71191.7655	35171.7424	71864.0832	55893.1644	81118.1629	65694.1167	46198.3591	85342.6976	38358.3068	82312.6664	55662.9707	61075.8614	51429.1743	39206.0055	71842.5963	43161.6505	26208.4209	33055.6732	42169.8538	30814.982999999997	44558.2133	47782.218	51344.0641	44884.0621	53894.7628	73337.6813	48511.3037	62075.9906	41817.983	60148.3614	46399.1187	58838.2315	49722.0873	38635.2105	62840.6541	58240.8271	49548.3044	65325.8094	46489.6125	69206.8947	37450.1705	29573.6237
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	61021.6148	74552.7435	44637.7094	56041.6258	57798.363	71500.8524	69586.9004	77196.2069	62725.8779	76104.88900000001	93174.0761	28808.2843	42886.2785	92607.2027	45101.2474	62014.3103	52835.6313	41838.0939	38075.9017	44468.4507	93513.9623	46332.139	56904.16	85829.1798	57905.9122	64256.3026	29550.1693	47582.4383	43992.3797	45383.725	45264.6046	63683.5165	69415.7698	116926.0677	57498.1927	75303.7598	82143.4675	76329.8334	108731.1882	59459.568	60001.4313	61370.3057	59758.7331	78007.4934	37729.5257	69361.2081	52245.0194	78739.882	50518.327000000005	42913.7834	81896.6583	41892.3831	45906.3898	58630.5963	43504.4222	76942.5213	38257.8338	55995.6345	73206.0526	66121.6191	37940.7693	51867.6488	102224.5078	70031.1385	100387.9561	77075.9674	52120.0594	124409.9754	42683.0333	68749.1421	63581.7221	75199.0825	57508.7729	61205.8346	39840.0764	38754.3211	65815.1325	47682.5843	76764.0162	57118.4737	84462.2086	95264.5298	81467.6633	55929.5847	105329.4695	80986.8013	44900.3132	73236.2836	111109.2643	48175.1077	81838.9646	91571.9717	83400.5035	38856.5897	85956.0101	89070.2405	120432.365	94481.15	66676.948	96405.6136	90028.7331	39785.7808	72695.4014	51557.3727	74838.0359	69945.576	77300.1037	84785.9515	76978.11099999999	52920.1297	150190.6	129453.0084	89995.9216	92125.1693	46678.1221	82940.7426	67971.2513	59264.0824	85758.0893	38303.734	92026.4364	59666.3589	90697.5544	83159.2991	47651.4263	56980.4741	103063.2236	82882.3733	53690.788	57071.1558	53861.7576	50998.7503	66022.3168	94671.2826	35438.442	68130.2165	57663.5922	86289.6721	89761.3936	58386.6291	108796.1234	39364.6274	84759.7069	56522.264	65582.385	45608.7101	28760.1767	52263.4762	18785.5704	17639.1725	25528.9973	34249.4718	24433.8218	37941.5606	34368.0355	35670.2374	61963.6016	68485.9199	82743.2188	65152.9257	80399.0372	52639.1063	77969.2749	56494.7151	81080.3501	64007.6215	51578.7254	80706.7558	72222.9163	66393.0476	86613.4424	55503.1606	84347.5601	44113.9575	33656.7373
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	40795.2005	47934.7944	26774.1112	35828.8259	29601.9659	45495.8764	47979.0891	43551.519	36688.3658	38704.5065	55925.2325	19490.5861	25679.7893	80180.1633	35944.7841	53159.7099	16879.148	25369.3531	15079.2318	22187.4107	26496.7978	22781.0101	29278.6805	23540.4073	33455.7707	37617.0427	19576.7345	24349.1295	23877.3764	24228.7881	28272.9671	33717.5299	40045.3774	79457.8512	38786.6908	47424.9683	52137.8807	45684.5693	78519.8283	39866.087999999996	37338.7961	37473.5284	34875.1086	43244.6985	20062.2077	43332.8097	32310.1456	54334.7031	27725.3593	29704.0688	55068.9402	23164.8589	26342.3316	33671.1631	22844.8436	47912.9574	25977.1942	38724.9234	59468.4742	42876.7606	23085.5993	40073.8016	82192.4669	61035.6174	74423.8899	62130.0225	37359.1938	102829.5941	37703.7971	58497.9326	39496.5605	60385.832	30560.6487	42882.7261	29922.2381	24030.6172	55331.7295	33792.4997	47284.6582	44184.2802	64296.791	84782.7853	56510.5086	34554.6686	65691.4471	44670.8596	30736.9439	47533.1424	97420.5257	26912.3228	53506.5952	50573.4791	58152.5781	33912.3922	57738.5038	57426.8882	81139.6966	53563.5122	58033.3847	64677.0489	55536.9511	26930.7258	41675.5387	45659.8347	51424.3119	47726.59099999999	61466.5285	70409.6533	65905.936	38763.6141	147890.7473	111386.5813	74008.5791	78702.6059	32665.1888	70888.2819	47906.4695	42471.4913	64429.1613	25326.2887	84642.8418	41572.6676	65484.3021	63466.307	23419.0291	37880.5267	90970.0156	54475.235	35305.3919	35115.5558	36311.351	34339.3574	58275.4637	61577.9752	26158.4897	54821.3704	39624.5419	69686.3471	57709.7026	51626.7071	78849.9571	27427.3346	55550.6583	39646.8454	43425.9708	46174.1577	16757.5693	22860.4457	12123.9344	11354.0118	13074.9492	20456.3196	14409.2464	29331.4155	24401.0243	26013.3266	34209.266	40871.9814	53776.7104	43459.5478	57070.5303	28006.0745	51049.689000000006	37219.8393	48658.2505	39084.6035	32659.3547	54542.8293	47679.3474	44359.4306	53888.9288	39172.7824	57798.5798	30598.7209	16918.685
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	58053.1759	75454.5582	43064.2788	56382.1331	60135.1145	70843.9014	75369.9757	78297.1043	66732.9694	82354.9845	93932.8131	31087.4623	51224.582	102415.22099999999	50278.4984	72236.1054	63998.6795	47754.9158	46597.0167	54640.3613	105670.34300000001	51398.2491	63224.8333	99696.5863	65105.6689	71925.7927	33076.9979	52280.0971	47028.2573	50986.8701	49078.7259	66230.7326	72856.8658	108920.3255	59675.7757	77953.6213	87254.2858	78963.5677	107211.8999	61307.8475	62499.1411	62818.7562	62070.9403	82891.4976	40650.1028	72508.7299	53291.4606	80712.3411	53867.1519	44611.0417	84455.1481	44549.5356	47824.8548	63529.2871	46040.7759	79742.8526	46607.4392	56599.0442	74839.7052	65094.7849	40655.4668	55174.556	108324.79199999999	73758.1372	98534.9609	77728.3658	54245.442	130239.7936	44106.5066	69857.4332	68147.9476	77894.0583	61884.4378	64807.0519	41825.4645	40458.6436	66297.6204	58382.1652	69729.1718	65534.3549	90015.6069	97801.686	88744.6367	67667.7482	120337.95199999999	83825.6425	46195.3413	79447.6739	116655.9822	52771.6809	90864.8061	99966.5831	89784.7781	39892.8163	95127.9073	97439.6398	124900.6377	104130.6644	69248.0942	101555.4158	100162.9805	43058.323	79757.2997	53510.9659	81048.2263	74524.6894	85884.5719	94496.9042	88681.7268	62134.7697	173415.9261	131384.3091	88156.8267	98211.3298	49718.5667	85721.5283	72577.3213	63925.5071	91378.6446	39779.2784	101533.5856	63069.3058	95332.7566	86773.0473	46151.8144	54369.8443	106514.088	73723.3564	58601.4436	61978.0021	58597.8678	53581.710999999996	69671.9542	84250.9094	38666.6789	79597.3978	61908.0237	93320.9677	78241.8342	64026.8726	99331.73800000001	42727.8045	91351.3636	61543.7607	69265.0087	56311.0076	40188.491	74903.5386	35942.2593	25764.4789	34659.8767	44194.7004	32197.8945	47501.8649	48384.7847	51217.4129	54376.3533	63841.5364	84779.2333	57442.5631	72839.7346	49816.8928	70591.4424	53747.4563	71407.7782	58496.7957	45926.6812	73046.133	68129.2292	59144.5486	77367.2986	53956.6946	79872.6836	43274.315	34102.6559
PWY-7234	inosine-5'-phosphate biosynthesis III	23989.1695	28322.9888	14730.605	20574.9584	18887.9818	29516.4449	16726.706000000002	13969.1471	16309.9914	15102.2254	24804.407000000003	12450.3105	13035.756000000001	10612.6939	6955.1088	24430.6693	9901.2146	8941.2199	1284.2956	9155.0099	13755.2255	15117.4102	21482.7003	4083.9462	15962.8352	19804.942	7608.4688	14250.9202	18815.7192	15069.4841	18462.5707	27745.0944	24829.7161	65301.9088	23998.4141	33742.8296	33713.9583	30969.9448	69091.9319	25616.3783	25752.5263	28625.3101	23249.2302	34916.1508	9190.1394	27249.9614	26493.7302	38579.7542	23133.5978	17823.4891	38876.5772	15001.6634	16660.4945	18137.9948	14281.0853	30221.4044	13494.6741	24083.092	50538.2132	30767.6728	14591.1323	13159.8608	25391.9508	55450.668	21242.8713	15023.9072	15872.643999999998	28757.3803	32240.7153	9431.5522	10469.6595	12931.5184	16718.7736	16226.6279	9820.0088	8556.6968	48644.9508	8708.773000000001	24882.3561	13882.9453	17770.0161	72773.2569	14715.8216	11075.0104	12816.253999999999	16424.3478	16769.8979	9998.366	84447.6644	5632.2627	12499.5519	13642.4837	14197.1784	26185.601000000002	9404.8261	13932.4625	37992.5313	13565.6323	50609.0923	16369.7253	7535.1493	7801.3294	8580.7629	39594.5705	14037.3531	14956.7518	13884.8859	5509.0709	7054.985	4490.8934	95262.8339	32186.0262	25593.8232	13752.575	11713.5784	63914.4997	4210.3569	9611.5476	10693.6895	11768.1456	73115.1381	10579.2235	20611.5523	8137.3564	14892.611	15147.7373	77789.2294	40193.253	5075.0585	7149.9231	4018.2978	22043.0247	44633.3893	45656.0674	2548.6678	11159.0888	5899.0807	23284.0641	44244.3117	46663.8157	62562.8297	6362.6196	13977.6258	5065.6424	25897.912999999997	1831.1370000000002	2862.6754	1795.683	2842.7391	5556.6705	2940.0826	3340.7183	4149.4698	3153.0606	2027.9119	2419.8952	20266.2329	24870.5609	41242.7726	33682.3954	43510.0073	15130.1016	33103.0734	23750.2116	35916.5466	24596.2752	25224.735	35665.021	36612.4779	32905.8899	38027.9632	27853.2042	34259.0665	20672.4111	11602.157
PWY-7237	myo-, chiro- and scillo-inositol degradation	835.17	885.0	805.67	777.0	915.35	803.16	1524.85	959.17	1030.74	1161.65	1069.09	762.59	3964.59	2610.52	999.5	1053.99	1800.17	6943.67	2102.3	3663.74	896.14	409.65	994.01	423.65	2890.31	1167.22	431.9873	1088.4266	327.8669	1570.73	606.732	971.2772	1163.7732	903.9489	525.5367	775.6775	1538.0963	507.58	980.3651	528.4965	448.85	750.66	672.5	966.16	511.34	1466.67	185.66	422.99	342.2204	324.56	703.38	1020.0	495.09	653.92	341.3	803.34	2750.9	2009.65	2383.26	5150.04	1244.89	1006.09	1199.82	991.2	1440.51	687.75	751.64	1899.1	2171.95	882.71	6278.31	4099.92	9203.51	889.93	4112.02	7826.2	1667.18	6231.85	7954.01	704.35	10459.93	3366.38	25682.96	5399.27	34191.37	14027.6	596.34	20856.25	6864.53	21215.98	24247.41	683.03	21588.36	9534.66	24472.89	26926.33	6441.87	34272.55	2509.91	24691.12	39699.54	1717.0	32599.82	4391.43	26132.61	23035.62	2488.51	2526.59	1651.11	1817.58	311.02	1862.13	1094.63	1777.38	515.2785	78.33	1805.0621	1199.79	2048.18	572.682	64.17	2429.49	1626.98	812.1215	628.5687	7049.82	71.34	3870.0	454.33	279.0	374.31	302.36	317.03	4140.19	234.02	634.98	444.99	1253.8129	6540.71	80.83	11121.08	311.66	746.45	841.32	392.53	1022.76	2616.83	6474.91	359.67	288.0	1193.84	2788.42	1708.33	2105.27	1890.33	2385.84	9306.57	3440.83	4446.98	4381.16	6313.65	6362.04	5191.17	4923.65	7578.17	4514.07	3476.5	8090.92	4993.2	6642.67	4609.68	1038.67	2511.24	1089.0	608.84
PWY-7242	D-fructuronate degradation	27070.5775	30232.3288	22680.0726	26703.4132	37521.0001	29154.8735	30811.2197	56931.2756	35943.1892	53335.2648	57293.6862	13241.4094	19876.3806	43627.775	17152.6471	23894.4192	60053.5708	43589.9724	42203.3125	41847.3256	108355.6237	40728.3478	37754.2459	103677.7079	42597.4341	48741.7008	15061.1227	35492.7792	27320.3284	32229.8896	23338.3839	36780.9157	40271.7367	32505.3648	29003.2727	38450.2269	39317.0104	39901.2123	32249.514	28823.8142	32353.3947	28339.3843	32233.112	37754.6158	24885.3438	34630.6238	25003.2258	32138.9083	23871.0925	19185.8674	36269.2051	25141.3147	25606.2113	34757.4888	28357.0292	38276.1953	21164.8252	26489.9149	32305.4202	39111.8721	19892.3307	39894.1024	81584.9344	38354.9345	84300.3266	64436.0987	37634.3101	94314.5121	21850.5105	57077.9014	48278.9958	62590.165	35388.498	43271.4759	27246.6262	30164.5502	30443.0157	36238.7748	43311.0075	35732.3244	54959.9071	35045.8586	62013.9636	38575.9899	88913.6297	52041.6635	27772.2225	59618.3813	51033.6975	44068.4729	68888.891	73186.3467	62161.6038	25529.7646	73462.266	76728.3812	82614.9249	87218.9056	54230.704000000005	76319.6378	83644.4642	25682.2581	67010.4602	37418.451	58382.9641	53103.4259	37351.4768	26213.9676	24380.6321	25006.1935	29142.986	99201.1972	64329.7001	73345.3347	33297.837999999996	23418.0729	55329.1913	35880.8761	65727.8891	22808.0258	38736.5509	40446.5328	49941.2789	65476.4187	41079.178	35787.0362	52362.8525	36312.6742	32448.5847	35988.1133	34464.0038	27065.8728	39722.2709	43393.6578	20571.1729	36766.7579	37315.3738	42072.7533	38238.304	33340.152	41533.2468	22007.4983	50653.5141	32258.3454	35404.3918	12789.8557	15928.0491	47127.2723	11209.7046	8237.5692	19211.2423	28667.1044	16467.9157	23761.2557	28442.1347	30269.7158	35026.2422	40279.0781	27893.1841	28364.2083	34312.0712	29422.9293	38599.5598	22249.6783	40586.4102	31947.087000000003	19709.6399	44693.2858	35733.4372	33266.0147	40822.1576	23351.3877	37970.7423	21666.9923	22771.2352
PWY-7254	TCA cycle VII (acetate-producers)	914.1756	173.5875	256.3353	345.5909	1018.5024	143.6674	276.9483	393.6441	116.0231	648.2819999999999	337.56800000000004	1064.9541	1961.8998	9857.1078	15274.9158	6949.9768	2190.4846	593.3046	3036.1528	2188.5307	1324.9128	101.7653	285.2132	631.0274	3421.0114	544.8257	507.3806	1104.4646	326.4241	4056.7432	425.3292	422.4478	955.1874	575.2239	143.2704	208.9442	3536.9881	546.5503	362.8786	99.6236	125.31700000000001	2527.5366	2051.9433	3630.9559999999997	2050.9673	2290.724	117.3095	375.8667	675.7492	661.9002	610.3751	2742.5726	1112.8606	2323.1878	609.5486	827.7727	2633.414	4348.7941	36389.4145	15863.4271	3238.2461	210.7832	2562.7933	41435.7263	11226.1898	5038.4491	2927.7988	1602.9267	28424.092	2755.3978	5553.5162	1370.979	8494.8754	589.5072	427.2201	4524.1411	31635.9754	1420.9896	4176.1334	1626.3185	1744.8098	48448.0937	2291.3099	5857.3793	3993.3161	7455.2069	601.6561	1989.4027	59583.9929	2443.114	1236.8162	1063.0267	397.9127	36359.4256	1286.0131	3757.5052	4250.2459	1475.2959	59287.4122	4870.2571	1639.2363	3878.9998	719.9537	42878.3616	1780.2366	786.5830000000001	15692.1753	31515.3878	33024.5124	10983.3998	89388.8525	6537.6394	7333.6648	12521.0193	4168.1189	16126.9615	7196.2147	16906.5388	5892.8568	5091.7392	50231.5295	12812.7401	21338.7081	5505.9154	4618.5088	916.4698	67728.2782	1268.6093	3926.5486	1383.4677	4720.0859	3353.4215	59669.5841	624.4169	1806.3679	27659.2721	4777.0605	30125.1921	944.0252	39702.6746	411.4466	7705.3929	5378.904	12135.5968	4137.1853	26303.2109	5220.9631	24001.648999999998	843.4262	1264.7991	5068.231	6151.0932	3424.8125	3717.3259999999996	3130.4488	3901.1009	679.3905	1930.4942	1207.863	214.8091	346.6651	819.5095	2157.3189	510.9129	440.1804	8815.0381	1000.8686	3589.8231	262.345	1041.5624	10139.4387	89.7899	980.9852	48.2268	427.8471
PWY-7255	ergothioneine biosynthesis I (bacteria)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6393	0.0	0.0	0.0	0.0	0.0	0.0	2.8548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0348	0.0	0.6599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7295	L-arabinose degradation IV	0.0	0.0	0.0	0.0	0.0	0.0	14.1258	0.0	0.0	22.1975	0.0	6.2122	0.0	0.0	0.0	0.0	7.051	0.0	0.0	0.0	0.6543	0.0	0.0	0.0	1.3303	9.6989	0.0	3.1907	5.5151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7419	0.0	0.0	0.0	0.0	61.5474	0.0	15.5164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3195	0.0	0.0	0.0	0.0	36.2366	0.0	0.0	5.856	0.0	31.9954	3.8232	0.0	0.0	0.0	0.0	0.0	11.1698	0.0	0.6571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.7967	5.3143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3071	0.0	0.0
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	11033.976	26896.2411	11646.6082	11053.6696	5779.3927	21165.4869	25230.7074	3976.3161	15735.6941	10436.4624	6230.0925	2266.9044	11145.0501	6656.4042	7781.4498	11696.9131	13331.5219	4181.4791	13058.5757	12241.3046	6304.7749	869.9781	3087.9004	8889.6094	4714.8788	4550.6318	4670.3944	10436.3438	5530.6972	4091.9616	4125.7528	9063.7458	7947.5559	16854.7668	3941.7905	8458.0143	17486.4662	3251.9397	7941.5159	2824.1543	2218.4203	5704.4003	4712.9226	20522.7229	4277.9984	7622.9729	926.6734	1639.0312	10051.476	2188.3182	3363.3887	4099.9413	3005.2058	6644.5862	2176.4101	5892.3983	12044.1097	8510.768	31226.7827	17600.468	11006.0112	3924.3817	15431.7739	37516.4985	11651.5074	4421.6528	3264.2703	13585.7981	22867.5353	3478.8247	24115.7382	4277.566	20395.4955	8725.6812	2382.8332	5021.2229	30278.1723	21168.1823	14198.9772	19326.6708	8791.9809	40725.6444	5738.3362	32774.8355	28277.7136	23696.4227	3571.6778	1589.6841	47831.4805	2623.865	4777.5984	1984.0739999999998	979.6963	22492.6464	2840.7952	2971.5384	3155.0891	3302.3946	44587.3059	3865.4015	5959.3344	4269.8704	1268.61	34898.1545	3880.3663	1008.7793	12471.586000000001	13017.2036	9444.8856	11761.0865	30899.2887	2606.3147	3743.7062	6820.3304	1845.3483	15990.6117	3189.8165	5382.9984	2717.9026	3819.8390000000004	39949.7173	3935.4879	8145.1423	2127.6711	2202.1981	12318.9038	57261.7265	11394.6318	2118.2945	463.1114	1615.6781	1322.1732	40479.1869	10086.287	932.5585	2706.2371	935.7102	4807.1268	10418.0931	34750.642	10482.6576	2320.5173	2464.4622	6845.1763	748.8569	5150.8802	12905.3105	19505.0445	27938.7549	8124.3507	11553.2448	11396.6419	12620.2982	16623.0879	23136.2587	26944.4322	6823.7119	11346.3833	39856.0556	3014.5865	4179.9674	12396.8911	11478.6141	21707.8205	4942.1303	18166.2548	10811.809	9283.9284	7952.9828	2240.167	19835.8931	5523.2572	14496.021	2561.0541	1695.0522
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	36209.8692	42999.5441	27171.0223	31531.343999999997	31253.9499	40589.3593	45828.5225	38828.3493	37853.2344	42891.893	46464.4228	19155.1445	33783.3482	90003.2459	34181.0378	55483.2687	51076.9454	41177.9043	37788.9298	39449.8929	94367.5205	40656.7971	42470.3816	91883.9191	48815.3225	56446.5154	25142.8553	34474.7924	30756.9986	35245.2376	33507.3197	38416.4778	45018.4174	47347.9227	41636.7748	49616.585	51171.681	50201.2476	45711.7014	40283.2703	37727.5288	39727.6856	42366.9653	47807.9829	30622.3057	48833.2601	34868.0461	51890.1274	34892.5527	29835.5938	53273.9497	29697.6341	31062.3784	36668.9698	30771.2378	51554.0959	26856.9974	36921.2158	36673.4183	44927.5365	24938.514	44310.2572	88865.6143	41395.512	85667.3412	68977.1539	41846.6421	104805.4409	25228.5047	60681.2665	38870.616	65349.4059	31305.3229	46920.496	34711.2796	34091.7356	33294.6817	42077.0205	42302.7889	45861.48	74065.9441	45213.7084	78695.4441	36210.2875	104073.1166	48206.7146	33364.2748	70465.1569	60977.8831	51844.7515	80844.1414	53566.8395	78128.9784	25723.4297	84718.55300000001	87099.1915	77487.6822	90202.4523	52717.5857	88017.07199999999	94687.4899	28432.5145	75741.8568	37414.524	72536.2379	65990.3081	64346.5632	65609.421	58681.5805	40723.7729	74122.4677	114870.3743	77435.3394	82720.6299	40485.7566	31558.4928	58502.9029	44503.3164	68197.6928	28434.9969	45733.1728	48461.1988	65203.9468	71558.4858	27624.4027	33415.8801	62155.361	36435.7815	47104.6353	50550.4111	47875.7055	33321.0987	45657.3651	40856.1535	31760.2497	53805.2214	45908.5844	62650.8749	36919.0419	27670.5309	48159.1485	30917.7402	65893.4819	47771.9013	40533.0734	37972.2036	20992.0023	35143.3933	16532.0922	12605.6038	19352.4777	27300.272	17699.1041	32142.1949	29434.107000000004	31812.8948	28177.6003	32504.7658	36227.3175	26145.2635	37564.1039	22586.9563	34447.3739	24521.7484	28048.2588	27567.3014	20705.8843	43149.5497	28322.0977	26680.5392	38497.087	33956.4578	50429.3963	26842.1211	16412.4719
