,Acetyl.CoA_assimilation,Aerobe,Biotin_prototroph,Carbon_fixation,Coenzyme_A_prototroph,Dissimilatory_sulfate_reduction,Fructose_utilizing,Galactose_utilizing,Glucose_utilizing,Glycine_prototroph,L.alanine_prototroph,L.arabinose_utilizing,L.arginine_prototroph,L.asparagine_prototroph,L.aspartate_prototroph,L.cysteine_prototroph,L.glutamate_prototroph,L.glutamine_prototroph,L.histidine_prototroph,L.isoleucine_prototroph,L.leucine_prototroph,L.lysine_prototroph,L.methionine_synthesis_with_homocysteine_as_intermediate,L.methionine_synthesis_with_methanethiol,L.phenylalanine_prototroph,L.proline_prototroph,L.selenocysteine_synthesis,L.serine_prototroph,L.threonine_prototroph,L.tryptophan_prototroph,L.tyrosine_prototroph,L.valine_prototroph,Lactose_utilizing,Maltose_utilizing,Nitrogen_fixer,Sucrose_utilizing,Sulfur_reducer,Trehalose_utilizing,Use_of_nitrate_as_electron_acceptor,Xylose_utilizing,IsAcetateProducer,IsButyrateProducer,IsPropionateProducer
sample321,293829.9417744827,301891252.6476368,293829.9417744827,0.0,293829.9417744827,656796.340437079,387164.1585734361,293829.9417744827,680994.1003479188,356394978.4353812,107697315.71745892,293829.9417744827,359509.5758181906,305223629.86964387,280980931.2618269,103417769.03608468,356692265.20000005,283483671.00117654,49985658.330106124,60646499.98225323,59989703.641816154,84546973.12847412,369880.0443514077,369880.0443514077,407905.09563987015,75797754.5092833,7874642.439556136,62008488.18294907,23423431.593692884,51167891.74289286,407905.09563987015,62537382.078143135,0.0,3740282.317646945,0.0,297286.7646188884,61586755.795931585,273089.00470804865,553091.6551049087,20740.937066434082,140851703.61815378,5392643.637272859,118389268.77520567
sample322,316450.9911683793,338125372.54761034,316450.9911683793,0.0,778569.8989063302,246128.54868651723,316450.9911683793,316450.9911683793,713270.4880303154,372477885.70000005,169431879.096835,316450.9911683793,316450.9911683793,287206901.1591364,278617517.11313754,112325032.7699571,372477885.70000005,281405299.65438277,41711254.4549559,47276773.4742347,46633825.42868625,104398688.89593008,316450.9911683793,316450.9911683793,316450.9911683793,97768287.17621166,1903728.978616123,85903886.52320035,19243234.08200097,42138212.141452916,316450.9911683793,86546834.5687488,0.0,1808291.3781050246,0.0,316450.9911683793,85587435.53203197,316450.9911683793,316450.9911683793,0.0,181858859.28970113,1371287.6283963104,172927909.0945047
sample324,278668601.603385,355555245.2795599,275580851.6185605,0.0,276014805.6704818,200286.48550212747,276889389.9905077,278244661.8757388,281682913.210192,404214846.93230194,291123082.8935256,275594204.0509273,275834547.83352983,404541981.5252887,404882468.5506423,362428409.8403747,404702210.7136904,405530061.52043253,275303788.64694923,287744917.504723,278995736.1963718,344849932.62947136,279079188.89866424,279079188.89866424,275794490.5364294,359844714.1773972,287581350.2082296,277984289.44458604,356626777.97699636,276001453.23811495,275811181.0768879,287855075.07174915,86790.81038425525,5134010.245037866,0.0,274569404.86677474,347163.24153702095,274058674.32874435,278855535.65652025,24888933.931731038,290972868.029399,237005.67451085083,278665263.49529326
sample325,2618678.240981862,339938097.3279118,2618678.240981862,0.0,3346363.8769446854,3697831.088872309,2668180.66519702,2618678.240981862,3034498.6043891897,451130442.60000014,194292064.80207393,2618678.240981862,3202806.846720727,383534882.33420175,306528911.2251018,150720031.0078918,451130442.60000014,320394540.24776745,47824292.03426423,56353559.72653597,54507119.30331057,125686655.08228634,2668180.66519702,2668180.66519702,2668180.66519702,118295943.14696324,26899617.3185169,110529012.78760493,17018933.44517134,48373768.943052486,2668180.66519702,112845726.24087434,0.0,1985047.2110278388,0.0,2683031.3924615677,108207349.09191403,2618678.240981862,2618678.240981862,0.0,210385302.91442186,23186935.50238004,186168716.98836645
sample326,235110.21393493042,80258389.5992328,235110.21393493042,0.0,368968.58391248196,765395.2949998461,221381.15034748922,235110.21393493042,511407.6186321844,111569235.24334082,42373038.62968881,235110.21393493042,283161.93649097456,87625748.34684338,75490972.2684938,43419879.7282312,111613854.7,80536403.13687846,10849392.499975402,26740783.602438577,25417645.09919893,31166690.476439934,241974.745728651,241974.745728651,235110.21393493042,21075828.739670657,4633558.960761402,27418656.117068484,4921869.296097669,11467200.361410255,235110.21393493042,28760672.082740866,0.0,638401.4568160152,0.0,250555.41047080173,27144074.845319662,221381.15034748922,279729.6705941143,13729.063587441191,71075362.19218305,2821322.5672191638,66000757.06367509
sample327,860607.144525305,83673156.28216052,860607.144525305,0.0,941027.9577879852,456414.22591936693,888806.6504745565,860607.144525305,1310754.8135670605,113200127.86331938,41569205.047635525,860607.144525305,867918.1275491851,80014531.49178176,73848239.52421208,35527199.791471824,113230416.22156118,76885430.75756109,5055022.5479399,16663819.163715102,16563554.253673319,30828326.559409503,886717.7981820194,886717.7981820194,888806.6504745565,20243067.566977497,2451268.165292343,18022617.58001052,13496074.66208251,5286885.152411523,888806.6504745565,18037239.54605828,6266.556877611443,170241.46184177755,8355.409170148592,902384.190376048,17001168.80895985,860607.144525305,888806.6504745566,92953.92701790306,67553483.14065138,1005782.3788566372,66098597.518899255
sample328,247511.09614875456,35272014.95015092,236566.72795170077,0.0,324963.5480048274,1682907.0789161916,273609.2049263443,236566.72795170077,682760.2006008163,67629460.46197873,17735769.600563988,236566.72795170077,242459.84928857588,62426676.19599471,50016604.53501243,29091814.41672232,67658084.19418642,54491167.37865404,3602380.8857840854,11631337.770038072,9343122.942377137,15191624.93198733,271083.58149625495,271083.58149625495,273609.2049263443,14446566.020110983,7149198.056106203,11045393.134257346,5121964.3162211655,3790118.8940873924,273609.2049263443,13284779.242269887,3367.497906785777,556479.0290963496,0.0,236566.72795170077,10697698.975381715,236566.72795170077,262664.83672929055,3367.497906785777,31507994.164841123,3810323.8815281056,26839800.19155934
sample329,202815.16233944902,59758284.44252512,200523.46558985073,0.0,280732.85182579106,3953176.8930570576,232607.22008422686,201669.3139646499,608445.4870183471,109007993.4397673,30234355.21745029,200523.46558985073,217711.19121183793,91766412.94416451,67727659.88925318,34712330.666165374,109106536.40000004,74410247.61108184,4052865.7016645847,8079376.890708788,7945312.630857289,17143037.535370044,254378.33920541062,254378.33920541062,232607.22008422686,15253533.56532625,9813045.481779894,10185446.203589622,3787028.878711181,4188075.809890884,234898.91683382515,10204925.625961207,0.0,540840.4329051977,0.0,247503.24895661577,9827941.510652287,200523.46558985073,316254.15144456463,2291.6967495982944,53036737.87595332,10002110.463621758,45857997.80783667
sample330,406582.0925595601,81904544.23649813,393344.53605762095,0.0,495462.8290725802,3759466.046550722,427383.96706260735,393344.53605762095,873678.7291279848,139796160.9784787,27766720.302567527,393344.53605762095,414146.4105606682,130911869.48617722,99113367.68901904,54854543.06453561,139941774.10000002,106573676.31761189,8124077.533190092,20790528.026045594,20580618.201514844,31439196.692105513,433057.2055634384,433057.2055634384,427383.96706260735,23545830.85794921,9230359.040852152,22407400.99878245,6244344.509914733,8519313.14874799,433057.2055634384,22575707.074307106,11346.47700166214,2097207.165807219,0.0,399017.774558452,21923284.646711532,393344.53605762095,538957.6575789517,17019.71550249321,55003938.345057495,7817722.654145215,46586743.489324465
sample331,234262.2941986665,110951626.19314124,234262.2941986665,0.0,234262.2941986665,2949885.3939385484,252457.42384516486,234262.2941986665,821055.2252982388,228141907.46382564,45499196.072274975,234262.2941986665,300219.63916722307,227591504.79201907,160938196.1144839,69719188.02297013,228210139.20000005,167295119.53472927,31693641.452994347,36030905.482478395,33961209.48518921,44232360.17063753,252457.42384516486,252457.42384516486,252457.42384516486,44339256.55731071,15256616.208588881,35237142.9516499,9027058.695869002,31939275.703222074,252457.42384516486,37322759.68737978,0.0,1078061.4315550285,0.0,247908.64143354027,35018801.39589192,234262.2941986665,302494.03037303535,0.0,104924489.49773864,9393235.680004783,57303286.43044082
sample332,347378.1803489173,156266144.5511807,331939.15011118766,0.0,331939.15011118766,4033446.6496068723,312640.3623140256,331939.15011118766,721774.6636138614,291566086.0395245,50196147.060418546,297201.3320762959,358957.45302721456,290450616.10484856,207380913.91074413,70154953.40024354,291596964.09999996,216123264.7828586,33869372.58401943,36073294.15045534,34818872.94363981,46718505.49936994,389835.5135026739,389835.5135026739,312640.3623140256,47347645.98155742,19020885.25288294,35660300.091596074,9205521.77924631,34008323.856158994,312640.3623140256,36791209.05650977,15439.030237729658,536506.3007611055,0.0,331939.15011118766,35189409.66934532,297201.3320762959,355097.69546778215,15439.030237729658,125492297.52982609,11444181.16371711,62852292.097797416
sample333,181271.7061024597,152207809.224032,181271.7061024597,0.0,181271.7061024597,4022505.478273629,215799.6501219758,181271.7061024597,854566.6144830241,235238882.60496336,68425753.06067611,181271.7061024597,319383.48218052427,235139614.7659073,182169432.64696714,84826526.46994631,235303622.5,185393479.41978943,60419586.0411508,62603478.500385195,62340202.927236386,72478470.4899668,215799.6501219758,215799.6501219758,215799.6501219758,71175040.60323007,7630675.628313065,63604788.876951165,5597842.924164053,60803709.41836792,215799.6501219758,63906908.38712193,0.0,962466.4395440121,0.0,181271.7061024597,63462361.10787066,181271.7061024597,237379.61513417342,0.0,118668227.6020745,6469673.5106568355,77079319.03056733
sample334,340766.7618438399,113929687.37645714,340766.7618438399,0.0,340766.7618438399,4569463.0696369875,284968.69557701226,330802.8214390492,924653.6695645716,214571463.82908547,52920480.27792405,340766.7618438399,370658.5830582118,214451896.544228,157860700.62117907,74376829.54560024,214643204.19999996,164393059.95055982,41677169.92515829,43167775.409714974,42420479.87935568,54438984.795614146,330802.8214390492,330802.8214390492,330802.8214390492,54733917.431595944,12032454.43282518,43863258.449969366,7660277.3832030445,41768838.17688237,330802.8214390492,44586640.523357175,0.0,1693869.8688144088,0.0,284968.69557701226,43498578.23115404,284968.69557701226,412507.1327583325,45834.12586203696,101520595.99633087,8343803.694971681,60762101.376494296
sample335,428947.4732367594,133450325.00699188,403283.94919695327,0.0,403283.94919695327,2621345.6697801985,443612.34411664866,403283.94919695327,956882.8249127713,269998603.9873603,55422213.27282131,403283.94919695327,538934.0048359286,267171950.12526166,183897480.8338108,78314076.71632835,270042598.59999996,190518670.03608075,34807071.033417046,43276033.96655307,36031587.75188779,45090811.73793936,476608.30359639943,476608.30359639943,476608.3035963994,51605680.62633015,17693166.71658634,37186446.333679065,14144267.96365315,35034376.532055326,476608.3035963994,44423560.1129044,0.0,274966.3289979228,73324.35439944608,370287.98971720255,36775829.94904217,370287.98971720255,421615.0377968148,32995.95947975074,127547714.47783646,8879579.317772921,61247833.22985731
sample336,347116.64900495263,334021260.18713486,334719.6258262043,0.0,334719.6258262043,1859553.4768122467,367778.35430286644,334719.6258262043,714895.0033078191,412903518.67351043,165958949.29390368,334719.6258262043,483483.90397118405,321483737.41236085,269126976.187447,113585658.70475163,413006827.1999999,277573481.31323427,59199918.01958278,72018439.98640853,69836563.90694883,95056241.39358248,376043.036422032,376043.036422032,376043.036422032,87576704.07573767,10033324.092666965,71898602.09568062,24211386.26809544,60485076.08911302,376043.036422032,74101139.88043824,0.0,3194299.6390574817,0.0,359513.67218370095,71572147.15197359,326454.94370703876,438028.15231577354,8264.682119165542,186050391.52559504,12421817.225105805,168372236.47269994
sample337,3837655.67899458,395134052.52316386,3830051.34145364,15208.675081880769,4070855.3635834185,727481.6247499633,3875677.366699282,3830051.34145364,4238150.789484107,432575275.79557395,216209059.74319732,3830051.34145364,3830051.34145364,305836316.7799011,293033147.14013773,112262835.11690292,432623436.5999999,295311913.62323946,37570497.010606125,42703424.85074089,42117890.86008848,106321312.71824814,3875677.366699282,3875677.366699282,3875677.366699282,100861398.36385295,6078400.474391679,89670348.28276904,20470876.660211515,37839183.60371935,3875677.366699282,90134212.87276639,0.0,993633.4386828765,0.0,3830051.34145364,85629910.26934937,3830051.34145364,3878212.1458795955,0.0,226261993.97232053,3434625.7893247395,220617040.73776245
sample339,8586416.510287173,511742144.62395334,8576067.273834437,0.0,8827898.694184363,4688204.113089701,8572617.528350191,8576067.273834437,9083179.860018533,573216609.1532091,346937453.6050907,8576067.273834437,8786501.748373415,425819333.8478495,400629292.32188845,222732817.19031394,573358048.7180631,402913023.83245903,31396133.652118742,36539704.16912885,36080888.0197242,217875575.5484962,8614014.474161137,8614014.474161137,8576067.273834437,211876468.15139315,16044766.24722605,197356489.40820363,25334930.83629932,31437530.59792969,8576067.273834437,197911898.4311672,0.0,5233263.899600499,0.0,8572617.528350191,188742474.9340425,8572617.528350191,8745104.802562468,758944.0065340205,363744613.60433507,6858094.022680151,354423401.30590343
sample340,13933626.629747337,530638405.6557417,13910869.89003473,6501.925632173279,14726861.556872476,2519496.1824671454,13910869.89003473,13910869.89003473,14554560.527619885,632738143.8577586,368178040.847444,13910869.89003473,14320491.204861648,546002455.9245672,490274451.33120996,308435097.1762199,632786908.3,499256861.59205735,59030982.814501196,69902202.47149493,68995183.84580675,287024256.06947327,13914120.852850817,13914120.852850817,13910869.89003473,275340295.7084579,28221608.206448123,274527555.00443625,26046714.082486153,59375584.87300637,13910869.89003473,275704403.5438596,0.0,1466184.230055074,0.0,13914120.852850817,260587426.44905668,13910869.89003473,13959634.33227603,1167095.6509751035,391975088.66119826,18107862.88560258,368373098.61640924
sample341,1283356.6683243327,37127083.40404996,1283356.6683243327,2628.9313792919074,1442845.172001375,415809.3131580032,1295625.014761028,1283356.6683243327,1627308.52378169,57339184.15850589,14252751.47283107,1283356.6683243327,1289928.9967725624,55826672.30495328,47064005.86254348,33614831.08131596,57354957.74678165,49877838.74884557,4745659.294851774,9897488.487804148,9399305.99142833,16087745.575576825,1302635.49843914,1302635.49843914,1295625.014761028,22959772.201045875,3756742.9410081347,13497371.856514534,4017007.1475580335,4892003.141632358,1298692.101370202,13966197.952488258,0.0,173947.62626314786,0.0,1289928.9967725624,12104476.380719706,1283356.6683243327,1303073.653669022,144591.2258610549,33189820.508330435,1575168.0514257343,30802312.660703514
sample342,289660.5466475349,52866670.52000822,289660.5466475349,3620.7568330941863,404076.4625733112,4013246.8738015965,304867.72534653044,289660.5466475349,725599.6693520749,103961342.64590013,21639091.13730411,289660.5466475349,289660.5466475349,102920012.98070225,72036405.49714208,47010458.418161675,103961342.64590013,80861638.20212585,4446289.391039659,17575153.66783918,16145678.870133597,23818062.59946018,309212.6335462435,309212.6335462435,301246.96851343627,19239253.50832927,15359250.485985538,18570861.796940085,3132678.81199309,4667879.709225025,305591.8767131493,19959059.966748398,0.0,60104.56342936351,3620.7568330941863,306316.0280797682,18150129.85293454,289660.5466475349,289660.5466475349,4344.908199713023,44450583.33716408,8578297.088966748,37555214.02421951
sample343,174362.04829076078,41084594.45747691,174362.04829076078,0.0,283875.1574388987,1185747.8210117996,178227.21684893037,174362.04829076078,526521.8502573221,59006951.598536104,9676664.216964096,174362.04829076078,175650.43781015064,56264829.23810136,45865378.50075954,30043525.739478968,59149103.90884212,49152919.09106933,2405423.2327008653,15383370.861514904,15105937.651672956,20194646.79008976,182092.38540709994,182092.38540709994,182092.38540709994,12899785.331304386,2943970.0518058264,16787715.43764985,2731385.7811064986,2575920.112433456,182092.38540709994,17044104.952008426,0.0,479710.3643861572,0.0,170496.87973259122,16484943.900593234,170496.87973259122,311790.26369234564,3865.1685581695738,32984060.085899748,2315235.9663435756,29967940.221008092
